,text,time,confidence,top emotions,conv_metrics
230,So what if we go,"{'begin': 13.226666, 'end': 14.684314}",0.8833008,"[{'name': 'Boredom', 'score': 0.292279988527298}, {'name': 'Calmness', 'score': 0.16435347497463226}, {'name': 'Confusion', 'score': 0.10463672876358032}, {'name': 'Interest', 'score': 0.09698548913002014}, {'name': 'Tiredness', 'score': 0.09286025911569595}]","3,2,4"
231,sixty four d,"{'begin': 15.221765, 'end': 16.519804}",0.8933919,"[{'name': 'Confusion', 'score': 0.18822239339351654}, {'name': 'Interest', 'score': 0.1519632786512375}, {'name': 'Pride', 'score': 0.1337064653635025}, {'name': 'Satisfaction', 'score': 0.13042694330215454}, {'name': 'Surprise (positive)', 'score': 0.1282990425825119}]","4,4,2"
232,"your way,","{'begin': 16.977451, 'end': 17.615883}",0.99243164,"[{'name': 'Anger', 'score': 0.16172483563423157}, {'name': 'Contempt', 'score': 0.14940783381462097}, {'name': 'Disgust', 'score': 0.1359381377696991}, {'name': 'Realization', 'score': 0.12577883899211884}, {'name': 'Confusion', 'score': 0.12078417837619781}]","2,1,4"
233,"on local authors,","{'begin': 18.509449, 'end': 19.468431}",0.9611003,"[{'name': 'Calmness', 'score': 0.22598086297512054}, {'name': 'Confusion', 'score': 0.1896767020225525}, {'name': 'Determination', 'score': 0.18442845344543457}, {'name': 'Concentration', 'score': 0.17529942095279694}, {'name': 'Interest', 'score': 0.14504078030586243}]","3,3,2"
234,and I can push for a five,"{'begin': 19.947924, 'end': 22.50521}",,"[{'name': 'Determination', 'score': 0.5416995286941528}, {'name': 'Concentration', 'score': 0.3560618758201599}, {'name': 'Calmness', 'score': 0.2846744656562805}, {'name': 'Pride', 'score': 0.1899588257074356}, {'name': 'Excitement', 'score': 0.17121079564094543}]","3,3,4"
235,percent additional discount on the best sellers. If,"{'begin': 22.50521, 'end': 26.361652}",,"[{'name': 'Interest', 'score': 0.2009589970111847}, {'name': 'Concentration', 'score': 0.18942803144454956}, {'name': 'Determination', 'score': 0.14241784811019897}, {'name': 'Calmness', 'score': 0.14028064906597137}, {'name': 'Contempt', 'score': 0.10114406794309616}]","3,3,4"
236,you host multi,"{'begin': 26.421059, 'end': 28.194233}",,"[{'name': 'Calmness', 'score': 0.23931854963302612}, {'name': 'Concentration', 'score': 0.17327900230884552}, {'name': 'Disgust', 'score': 0.10175420343875885}, {'name': 'Anger', 'score': 0.09123516827821732}, {'name': 'Boredom', 'score': 0.08946653455495834}]","3,2,4"
237,events. Okay. Make it,"{'begin': 28.194233, 'end': 31.470926}",,"[{'name': 'Concentration', 'score': 0.3761711120605469}, {'name': 'Calmness', 'score': 0.35269010066986084}, {'name': 'Determination', 'score': 0.24874766170978546}, {'name': 'Interest', 'score': 0.1765713393688202}, {'name': 'Contemplation', 'score': 0.11886236071586609}]","4,4,4"
238,ten percent and you've got yourself more than just events. We,"{'begin': 31.470926, 'end': 34.6677}",,"[{'name': 'Determination', 'score': 0.4280855059623718}, {'name': 'Realization', 'score': 0.25464314222335815}, {'name': 'Concentration', 'score': 0.24239496886730194}, {'name': 'Interest', 'score': 0.19003690779209137}, {'name': 'Calmness', 'score': 0.1805078685283661}]","4,4,4"
239,"can do promotions, signings, the","{'begin': 34.6677, 'end': 36.90544}",,"[{'name': 'Determination', 'score': 0.49466371536254883}, {'name': 'Concentration', 'score': 0.44953083992004395}, {'name': 'Calmness', 'score': 0.4262111485004425}, {'name': 'Contemplation', 'score': 0.2286812961101532}, {'name': 'Interest', 'score': 0.2133621871471405}]","4,4,5"
240,works. Okay.,"{'begin': 36.90544, 'end': 41.4}",,"[{'name': 'Distress', 'score': 0.1577066332101822}, {'name': 'Calmness', 'score': 0.1383177787065506}, {'name': 'Anger', 'score': 0.1283838450908661}, {'name': 'Determination', 'score': 0.11654951423406601}, {'name': 'Anxiety', 'score': 0.10719196498394012}]","3,2,4"
241,Okay. Okay. Ten,"{'begin': 41.72, 'end': 43.88}",,"[{'name': 'Awkwardness', 'score': 0.2831321954727173}, {'name': 'Amusement', 'score': 0.24593093991279602}, {'name': 'Tiredness', 'score': 0.1244756355881691}, {'name': 'Boredom', 'score': 0.1131451353430748}, {'name': 'Distress', 'score': 0.09535205364227295}]","3,2,4"
242,percent it is. You drive a hard,"{'begin': 43.88, 'end': 46.528114}",,"[{'name': 'Contemplation', 'score': 0.16252055764198303}, {'name': 'Realization', 'score': 0.1565333604812622}, {'name': 'Awkwardness', 'score': 0.11752646416425705}, {'name': 'Amusement', 'score': 0.10098486393690109}, {'name': 'Confusion', 'score': 0.09419578313827515}]","3,2,2"
243,bargain in Jessica. I have to tell my team that,"{'begin': 46.528114, 'end': 49.875256}",,"[{'name': 'Distress', 'score': 0.1535697877407074}, {'name': 'Disappointment', 'score': 0.14655327796936035}, {'name': 'Confusion', 'score': 0.1321946233510971}, {'name': 'Determination', 'score': 0.12737137079238892}, {'name': 'Awkwardness', 'score': 0.11761229485273361}]","3,2,2"
244,"you are quite the negotiator. Well,","{'begin': 49.875256, 'end': 53.07624}",,"[{'name': 'Realization', 'score': 0.3523261845111847}, {'name': 'Calmness', 'score': 0.23444624245166779}, {'name': 'Relief', 'score': 0.14948680996894836}, {'name': 'Determination', 'score': 0.1349901556968689}, {'name': 'Doubt', 'score': 0.12007935345172882}]","3,2,4"
245,I'll tell mind that someone in the big bad world of,"{'begin': 53.473347, 'end': 56.094257}",,"[{'name': 'Pride', 'score': 0.19151876866817474}, {'name': 'Concentration', 'score': 0.1832844465970993}, {'name': 'Calmness', 'score': 0.17597751319408417}, {'name': 'Determination', 'score': 0.17514078319072723}, {'name': 'Amusement', 'score': 0.16024109721183777}]","4,3,4"
246,corporate publishing has our back after all? So,"{'begin': 56.094257, 'end': 60.144753}",,"[{'name': 'Contemplation', 'score': 0.319551944732666}, {'name': 'Concentration', 'score': 0.24559423327445984}, {'name': 'Boredom', 'score': 0.24081414937973022}, {'name': 'Calmness', 'score': 0.16826076805591583}, {'name': 'Disgust', 'score': 0.14696839451789856}]","3,2,4"
247,"do we have a deal then? Yeah,","{'begin': 60.144753, 'end': 62.865}",,"[{'name': 'Doubt', 'score': 0.20166942477226257}, {'name': 'Calmness', 'score': 0.17865197360515594}, {'name': 'Awkwardness', 'score': 0.15921415388584137}, {'name': 'Determination', 'score': 0.14730842411518097}, {'name': 'Confusion', 'score': 0.13149979710578918}]","3,2,2"
248,"Mark, we have a deal. And","{'begin': 63.105, 'end': 65.105}",,"[{'name': 'Calmness', 'score': 0.46522262692451477}, {'name': 'Concentration', 'score': 0.37965455651283264}, {'name': 'Interest', 'score': 0.2331552803516388}, {'name': 'Determination', 'score': 0.218393474817276}, {'name': 'Boredom', 'score': 0.1646200269460678}]","4,3,4"
249,"hopefully, we'll have a start to","{'begin': 65.105, 'end': 66.945}",,"[{'name': 'Calmness', 'score': 0.4039306044578552}, {'name': 'Determination', 'score': 0.32336974143981934}, {'name': 'Interest', 'score': 0.1891859918832779}, {'name': 'Relief', 'score': 0.1627517193555832}, {'name': 'Concentration', 'score': 0.15871252119541168}]","3,3,4"
250,a better partnership too.,"{'begin': 66.945, 'end': 67.985}",,"[{'name': 'Calmness', 'score': 0.2649398744106293}, {'name': 'Determination', 'score': 0.25778231024742126}, {'name': 'Interest', 'score': 0.22863957285881042}, {'name': 'Concentration', 'score': 0.16494788229465485}, {'name': 'Satisfaction', 'score': 0.1564941257238388}]","3,3,4"
251,Okay. Make it ten percent and you've got yourself more than just,"{'begin': 0.2779752, 'end': 3.8519418}",,"[{'name': 'Satisfaction', 'score': 0.3862437605857849}, {'name': 'Pride', 'score': 0.3431795537471771}, {'name': 'Determination', 'score': 0.3376392722129822}, {'name': 'Concentration', 'score': 0.30126598477363586}, {'name': 'Triumph', 'score': 0.24813124537467957}]","4,4,4"
252,"events. We can do promotions, signings, the works. Okay.","{'begin': 3.8519418, 'end': 11.342913}",,"[{'name': 'Determination', 'score': 0.47633785009384155}, {'name': 'Concentration', 'score': 0.45016735792160034}, {'name': 'Calmness', 'score': 0.2926017940044403}, {'name': 'Contemplation', 'score': 0.28522902727127075}, {'name': 'Distress', 'score': 0.13836202025413513}]","3,3,4"
253,Okay. Okay. Ten,"{'begin': 11.662524, 'end': 13.819902}",,"[{'name': 'Amusement', 'score': 0.2447410225868225}, {'name': 'Awkwardness', 'score': 0.236898735165596}, {'name': 'Joy', 'score': 0.13627682626247406}, {'name': 'Sadness', 'score': 0.09521958976984024}, {'name': 'Distress', 'score': 0.0887029618024826}]","3,2,4"
254,percent it is. You drive a hard,"{'begin': 13.819902, 'end': 16.4567}",,"[{'name': 'Awkwardness', 'score': 0.14966531097888947}, {'name': 'Confusion', 'score': 0.1485893279314041}, {'name': 'Amusement', 'score': 0.1415451318025589}, {'name': 'Realization', 'score': 0.09129582345485687}, {'name': 'Boredom', 'score': 0.07685351371765137}]","3,2,4"
255,bargain in Jessica. I have to tell my team that,"{'begin': 16.4567, 'end': 19.823975}",,"[{'name': 'Anger', 'score': 0.11184751242399216}, {'name': 'Confusion', 'score': 0.10985146462917328}, {'name': 'Determination', 'score': 0.0972406417131424}, {'name': 'Interest', 'score': 0.09508233517408371}, {'name': 'Distress', 'score': 0.09355675429105759}]","3,2,4"
256,"you are quite the negotiator. Well, I'll tell mind that someone","{'begin': 19.823975, 'end': 24.928236}",,"[{'name': 'Realization', 'score': 0.3690117597579956}, {'name': 'Determination', 'score': 0.22101551294326782}, {'name': 'Contemplation', 'score': 0.16975924372673035}, {'name': 'Awkwardness', 'score': 0.12857940793037415}, {'name': 'Doubt', 'score': 0.12325896322727203}]","3,2,4"
257,in the big bad world of corporate publishing has our back half. So,"{'begin': 24.928236, 'end': 30.058348}",,"[{'name': 'Contemplation', 'score': 0.23167458176612854}, {'name': 'Concentration', 'score': 0.22652311623096466}, {'name': 'Boredom', 'score': 0.19729042053222656}, {'name': 'Calmness', 'score': 0.1366966962814331}, {'name': 'Contempt', 'score': 0.12567739188671112}]","3,2,4"
258,do we have a deal then? Yeah. Mark.,"{'begin': 30.11359, 'end': 33.127766}",,"[{'name': 'Contempt', 'score': 0.1523265242576599}, {'name': 'Determination', 'score': 0.1497565358877182}, {'name': 'Doubt', 'score': 0.11683180928230286}, {'name': 'Anger', 'score': 0.11648126691579819}, {'name': 'Calmness', 'score': 0.11097341030836105}]","2,2,4"
259,We have a deal. And hopefully we'll,"{'begin': 33.445045, 'end': 36.235973}",,"[{'name': 'Concentration', 'score': 0.42447054386138916}, {'name': 'Determination', 'score': 0.4175061285495758}, {'name': 'Calmness', 'score': 0.4027576446533203}, {'name': 'Interest', 'score': 0.3567274212837219}, {'name': 'Contemplation', 'score': 0.15651918947696686}]","3,3,4"
260,have a start to a better partnership too.,"{'begin': 36.235973, 'end': 37.900608}",,"[{'name': 'Calmness', 'score': 0.3347523510456085}, {'name': 'Determination', 'score': 0.3047201633453369}, {'name': 'Concentration', 'score': 0.24808518588542938}, {'name': 'Interest', 'score': 0.22919641435146332}, {'name': 'Boredom', 'score': 0.11262227594852448}]","3,3,4"
261,"Well, I'll tell mind that someone in the big","{'begin': 0.119110174, 'end': 2.739534}",,"[{'name': 'Contemplation', 'score': 0.36626136302948}, {'name': 'Concentration', 'score': 0.17667199671268463}, {'name': 'Disappointment', 'score': 0.16724173724651337}, {'name': 'Contempt', 'score': 0.16124922037124634}, {'name': 'Realization', 'score': 0.1501602679491043}]","3,2,4"
262,bad world of corporate publishing has our back after all? So,"{'begin': 2.739534, 'end': 7.3686867}",,"[{'name': 'Concentration', 'score': 0.35522231459617615}, {'name': 'Contemplation', 'score': 0.2935110926628113}, {'name': 'Interest', 'score': 0.14346137642860413}, {'name': 'Calmness', 'score': 0.13016998767852783}, {'name': 'Realization', 'score': 0.1281929761171341}]","3,3,4"
263,"do we have a deal then? Yeah, Mark,","{'begin': 7.4245343, 'end': 10.460384}",,"[{'name': 'Doubt', 'score': 0.3073607385158539}, {'name': 'Confusion', 'score': 0.2299986332654953}, {'name': 'Awkwardness', 'score': 0.21035973727703094}, {'name': 'Determination', 'score': 0.15265722572803497}, {'name': 'Envy', 'score': 0.13254974782466888}]","2,2,4"
264,"we have a deal. And hopefully, we'll","{'begin': 10.779017, 'end': 13.567051}",,"[{'name': 'Determination', 'score': 0.7264592051506042}, {'name': 'Calmness', 'score': 0.5984321236610413}, {'name': 'Concentration', 'score': 0.5852629542350769}, {'name': 'Contemplation', 'score': 0.352733314037323}, {'name': 'Interest', 'score': 0.29082366824150085}]","3,4,4"
265,have a start to a better partnership too.,"{'begin': 13.567051, 'end': 15.160213}",,"[{'name': 'Determination', 'score': 0.4283672869205475}, {'name': 'Calmness', 'score': 0.3546203672885895}, {'name': 'Interest', 'score': 0.31478816270828247}, {'name': 'Concentration', 'score': 0.23982903361320496}, {'name': 'Contemplation', 'score': 0.1412043422460556}]","3,3,4"
266,"Yeah, Mark, We have a deal. And hopefully,","{'begin': 0.119752064, 'end': 2.8551238}",0.97454834,"[{'name': 'Determination', 'score': 0.4141067862510681}, {'name': 'Interest', 'score': 0.3664955496788025}, {'name': 'Calmness', 'score': 0.35727906227111816}, {'name': 'Concentration', 'score': 0.3467247486114502}, {'name': 'Contemplation', 'score': 0.20149336755275726}]","4,3,4"
267,we'll have a start to a better partnership too.,"{'begin': 3.4728098, 'end': 5.229173}",0.95703125,"[{'name': 'Determination', 'score': 0.5020001530647278}, {'name': 'Calmness', 'score': 0.3749634325504303}, {'name': 'Interest', 'score': 0.33630257844924927}, {'name': 'Concentration', 'score': 0.27632662653923035}, {'name': 'Pride', 'score': 0.17706017196178436}]","4,3,4"
